Date,Song,Last Played
07.13.2004,Too Much,1
07.13.2004,Recently,4
07.13.2004,Rhyme & Reason,2
07.13.2004,Good Good Time,2
07.13.2004,The Space Between,2
07.13.2004,Crazy Easy,1
07.13.2004,Warehouse,2
07.13.2004,What Would You Say,2
07.13.2004,Joyride,1
07.13.2004,Ants Marching,1
07.13.2004,Tripping Billies,5
07.14.2004,Grey Street,3
07.14.2004,When the World Ends,2
07.14.2004,Crash Into Me,7
07.14.2004,Hello Again,1
07.14.2004,Rhyme & Reason,1
07.14.2004,Good Good Time,1
07.14.2004,The Stone,3
07.14.2004,Sugar Will,1
07.14.2004,One Sweet World,1
07.14.2004,Don't Drink the Water,1
07.14.2004,Warehouse,1
07.14.2004,Crazy Easy,1
07.14.2004,I Did It,6
07.14.2004,Where Are You Going,3
07.14.2004,Joyride,1
07.14.2004,Lie in Our Graves,3
07.14.2004,Too Much,1
07.14.2004,What Would You Say,1
07.14.2004,Rapunzel,3
07.16.2004,The Best of What's Around,3
07.16.2004,One Sweet World,1
07.16.2004,Granny,6
07.16.2004,Crazy Easy,1
07.16.2004,When the World Ends,1
07.16.2004,Grace Is Gone,6
07.16.2004,Satellite,24
07.16.2004,Joyride,1
07.16.2004,The Stone,1
07.16.2004,Crush,2
07.16.2004,Sugar Will,1
07.16.2004,Drive In Drive Out,3
07.16.2004,Bartender,3
07.16.2004,Hello Again,1
07.16.2004,Where Are You Going,1
07.16.2004,Everyday,3
07.16.2004,What Would You Say,1
07.16.2004,Tripping Billies,2
07.17.2004,So Much to Say,4
07.17.2004,Rhyme & Reason,2
07.17.2004,Good Good Time,2
07.17.2004,Warehouse,2
07.17.2004,Crash Into Me,2
07.17.2004,Joyride,1
07.17.2004,Grey Street,2
07.17.2004,Help Myself,4
07.17.2004,Ants Marching,3
07.17.2004,Cry Freedom,7
07.17.2004,Hello Again,1
07.17.2004,Sugar Will,1
07.17.2004,I Did It,2
07.17.2004,Too Much,2
07.17.2004,Jimi Thing,4
07.17.2004,Fool to Think,4
07.17.2004,Rapunzel,2
07.17.2004,Crazy Easy,1
07.17.2004,All Along the Watchtower,21
07.20.2004,Granny,2
07.20.2004,One Sweet World,2
07.20.2004,Pig,4
07.20.2004,Satellite,2
07.20.2004,Hello Again,1
07.20.2004,Lie in Our Graves,3
07.20.2004,When the World Ends,2
07.20.2004,The Song That Jane Likes,4
07.20.2004,Sugar Will,1
07.20.2004,Joyride,1
07.20.2004,Warehouse,1
07.20.2004,So Much to Say,1
07.20.2004,Rhyme & Reason,1
07.20.2004,Good Good Time,1
07.20.2004,Too Much,1
07.20.2004,Crazy Easy,1
07.20.2004,All Along the Watchtower,1
07.20.2004,Crash Into Me,1
07.20.2004,Everyday,2
07.21.2004,Fool to Think,2
07.21.2004,Grey Street,2
07.21.2004,Drive In Drive Out,3
07.21.2004,Seek Up,30
07.21.2004,Joyride,1
07.21.2004,Crazy Easy,1
07.21.2004,Crush,3
07.21.2004,The Stone,3
07.21.2004,Where Are You Going,3
07.21.2004,Sugar Will,1
07.21.2004,Hello Again,1
07.21.2004,Jimi Thing,2
07.21.2004,Help Myself,2
07.21.2004,Don't Drink the Water,4
07.21.2004,If I Had It All,15
07.21.2004,What Would You Say,3
07.21.2004,Good Good Time,1
07.21.2004,Tripping Billies,3
07.23.2004,Too Much,2
07.23.2004,When the World Ends,2
07.23.2004,Crush,1
07.23.2004,Joyride,1
07.23.2004,Dancing Nancies,15
07.23.2004,Warehouse,2
07.23.2004,Where Are You Going,1
07.23.2004,Hello Again,1
07.23.2004,Ants Marching,3
07.23.2004,Sugar Will,1
07.23.2004,One Sweet World,2
07.23.2004,Rhyme & Reason,2
07.23.2004,Grey Street,1
07.23.2004,Crazy Easy,1
07.23.2004,What Would You Say,1
07.23.2004,Rapunzel,3
07.23.2004,So Much to Say,2
07.23.2004,Everyday,2
07.24.2004,Don't Drink the Water,2
07.24.2004,Pig,3
07.24.2004,One Sweet World,1
07.24.2004,Warehouse,1
07.24.2004,Crazy Easy,1
07.24.2004,Joyride,1
07.24.2004,Lie in Our Graves,3
07.24.2004,When the World Ends,1
07.24.2004,Drive In Drive Out,2
07.24.2004,The Stone,2
07.24.2004,Hello Again,1
07.24.2004,Jimi Thing,2
07.24.2004,So Much to Say,1
07.24.2004,Sugar Will,1
07.24.2004,Too Much,1
07.24.2004,All Along the Watchtower,3
07.26.2004,The Stone,1
07.26.2004,Satellite,4
07.26.2004,Granny,4
07.26.2004,One Sweet World,1
07.26.2004,#41,28
07.26.2004,Hello Again,1
07.26.2004,Rhyme & Reason,2
07.26.2004,When the World Ends,1
07.26.2004,Sugar Will,1
07.26.2004,Crush,2
07.26.2004,Fool to Think,3
07.26.2004,Joyride,1
07.26.2004,Crazy Easy,1
07.26.2004,Too Much,1
07.26.2004,Help Myself,3
07.26.2004,Ants Marching,2
07.26.2004,Good Good Time,3
07.26.2004,Tripping Billies,3
07.27.2004,Too Much,1
07.27.2004,I Did It,6
07.27.2004,Hello Again,1
07.27.2004,Everyday,3
07.27.2004,Captain,74
07.27.2004,Sugar Will,1
07.27.2004,Warehouse,2
07.27.2004,When the World Ends,1
07.27.2004,Bartender,7
07.27.2004,Drive In Drive Out,2
07.27.2004,One Sweet World,1
07.27.2004,Crush,1
07.27.2004,Joyride,1
07.27.2004,Crazy Easy,1
07.27.2004,Two Step,10
07.27.2004,Good Good Time,1
07.27.2004,Don't Drink the Water,2
07.29.2004,One Sweet World,1
07.29.2004,Grey Street,4
07.29.2004,Joyride,1
07.29.2004,Don't Drink the Water,1
07.29.2004,#41,2
07.29.2004,When the World Ends,1
07.29.2004,The Song That Jane Likes,6
07.29.2004,Hello Again,1
07.29.2004,Sugar Will,1
07.29.2004,So Much to Say,3
07.29.2004,Too Much,1
07.29.2004,Where Are You Going,4
07.29.2004,Rhyme & Reason,2
07.29.2004,Crazy Easy,1
07.29.2004,Jimi Thing,3
07.29.2004,Crush,1
07.29.2004,The Stone,2
07.31.2004,Too Much,1
07.31.2004,Satellite,3
07.31.2004,What Would You Say,5
07.31.2004,Seek Up,6
07.31.2004,Fool to Think,3
07.31.2004,Joyride,1
07.31.2004,Crazy Easy,1
07.31.2004,When the World Ends,1
07.31.2004,Bartender,2
07.31.2004,Rhyme & Reason,1
07.31.2004,Good Good Time,2
07.31.2004,Ants Marching,3
07.31.2004,Cry Freedom,8
07.31.2004,Hello Again,1
07.31.2004,Everyday,2
07.31.2004,One Sweet World,1
07.31.2004,Warehouse,2
08.01.2004,The Stone,2
08.01.2004,So Much to Say,2
08.01.2004,Rapunzel,6
08.01.2004,Sugar Will,2
08.01.2004,Recently,12
08.01.2004,Don't Drink the Water,2
08.01.2004,Hello Again,1
08.01.2004,If I Had It All,7
08.01.2004,Crush,2
08.01.2004,Drive In Drive Out,3
08.01.2004,Help Myself,4
08.01.2004,Jimi Thing,2
08.01.2004,Joyride,1
08.01.2004,Where Are You Going,2
08.01.2004,Dancing Nancies,6
08.01.2004,Stay (Wasting Time),16
08.01.2004,All Along the Watchtower,5
08.04.2004,One Sweet World,2
08.04.2004,Don't Drink the Water,1
08.04.2004,Drive In Drive Out,1
08.04.2004,Satellite,2
08.04.2004,Rapunzel,1
08.04.2004,Sugar Will,1
08.04.2004,Hello Again,1
08.04.2004,Granny,5
08.04.2004,Joyride,1
08.04.2004,Crush,1
08.04.2004,When the World Ends,2
08.04.2004,Seek Up,2
08.04.2004,Ants Marching,2
08.04.2004,Cry Freedom,2
08.04.2004,Crazy Easy,2
08.04.2004,Too Much,2
08.04.2004,The Stone,1
08.04.2004,Tripping Billies,5
08.05.2004,The Best of What's Around,12
08.05.2004,Satellite,1
08.05.2004,When the World Ends,1
08.05.2004,The Song That Jane Likes,4
08.05.2004,Sugar Will,1
08.05.2004,I'll Back You Up,81
08.05.2004,So Much to Say,2
08.05.2004,Too Much,1
08.05.2004,Typical Situation,36
08.05.2004,Hello Again,1
08.05.2004,Crazy Easy,1
08.05.2004,Lie in Our Graves,7
08.05.2004,Lover Lay Down,63
08.05.2004,Warehouse,3
08.05.2004,Joyride,1
08.05.2004,The Stone,1
08.05.2004,Crash Into Me,10
08.05.2004,Stay (Wasting Time),2
08.07.2004,Hello Again,1
08.07.2004,Granny,2
08.07.2004,#41,5
08.07.2004,The Stone,1
08.07.2004,Crazy Easy,1
08.07.2004,So Much to Say,1
08.07.2004,Super Freak,-1
08.07.2004,Too Much,1
08.07.2004,Bartender,4
08.07.2004,When the World Ends,1
08.07.2004,Help Myself,3
08.07.2004,I'll Back You Up,1
08.07.2004,Joyride,1
08.07.2004,Grey Street,5
08.07.2004,Sugar Will,1
08.07.2004,Ants Marching,2
08.07.2004,Everyday,4
08.07.2004,Typical Situation,1
08.07.2004,Warehouse,1
08.08.2004,Don't Drink the Water,3
08.08.2004,One Sweet World,3
08.08.2004,Fool to Think,5
08.08.2004,Sugar Will,1
08.08.2004,Stay (Wasting Time),2
08.08.2004,Lover Lay Down,2
08.08.2004,I Did It,7
08.08.2004,Seek Up,3
08.08.2004,Rhyme & Reason,5
08.08.2004,Hello Again,1
08.08.2004,Joyride,1
08.08.2004,Where Are You Going,4
08.08.2004,Jimi Thing,4
08.08.2004,Crash Into Me,2
08.08.2004,Drive In Drive Out,3
08.08.2004,What Would You Say,5
08.08.2004,Crazy Easy,1
08.08.2004,Tripping Billies,3
08.16.2004,#41,2
08.16.2004,Satellite,3
08.16.2004,The Stone,2
08.16.2004,Ants Marching,2
08.16.2004,Typical Situation,2
08.16.2004,Grey Street,2
08.16.2004,Crazy Easy,1
08.16.2004,Hello Again,1
08.16.2004,Where Are You Going,1
08.16.2004,Dancing Nancies,5
08.16.2004,Warehouse,2
08.16.2004,Crash Into Me,1
08.16.2004,One Sweet World,1
08.16.2004,Sugar Will,1
08.16.2004,Joyride,1
08.16.2004,Too Much,2
08.16.2004,Don't Drink the Water,1
08.16.2004,Everyday,2
08.18.2004,Grey Street,1
08.18.2004,Fool to Think,2
08.18.2004,Joyride,1
08.18.2004,What Would You Say,2
08.18.2004,Sugar Will,1
08.18.2004,Where Are You Going,1
08.18.2004,When the World Ends,3
08.18.2004,Rapunzel,5
08.18.2004,Crazy Easy,1
08.18.2004,Lie in Our Graves,4
08.18.2004,Hello Again,1
08.18.2004,I Did It,2
08.18.2004,Bartender,3
08.18.2004,Tripping Billies,2
08.18.2004,One Sweet World,1
08.18.2004,Stay (Wasting Time),2
08.18.2004,Granny,3
08.18.2004,Too Much,1
08.20.2004,Tripping Billies,1
08.20.2004,Granny,1
08.20.2004,Joyride,1
08.20.2004,Hello Again,1
08.20.2004,Grace Is Gone,17
08.20.2004,When the World Ends,1
08.20.2004,Drive In Drive Out,3
08.20.2004,Warehouse,2
08.20.2004,Lover Lay Down,3
08.20.2004,The Song That Jane Likes,5
08.20.2004,Sugar Will,1
08.20.2004,Ants Marching,2
08.20.2004,Typical Situation,2
08.20.2004,Crazy Easy,1
08.20.2004,Grey Street,1
08.20.2004,The Best of What's Around,5
08.20.2004,All Along the Watchtower,7
08.21.2004,Don't Drink the Water,3
08.21.2004,Pig,13
08.21.2004,The Stone,3
08.21.2004,Sugar Will,1
08.21.2004,One Sweet World,2
08.21.2004,#41,3
08.21.2004,Joyride,1
08.21.2004,I Did It,2
08.21.2004,Rhyme & Reason,4
08.21.2004,Bartender,2
08.21.2004,Where Are You Going,2
08.21.2004,Hello Again,1
08.21.2004,Jimi Thing,4
08.21.2004,Crazy Easy,1
08.21.2004,Too Much,2
08.21.2004,Everyday,3
08.23.2004,The Stone,1
08.23.2004,Fool to Think,3
08.23.2004,I Did It,1
08.23.2004,Crush,8
08.23.2004,Hello Again,1
08.23.2004,Sugar Will,1
08.23.2004,Grey Street,2
08.23.2004,When the World Ends,2
08.23.2004,Crazy Easy,1
08.23.2004,One Sweet World,1
08.23.2004,Joyride,1
08.23.2004,Ants Marching,2
08.23.2004,Typical Situation,2
08.23.2004,Help Myself,6
08.23.2004,Crash Into Me,4
08.23.2004,Dancing Nancies,4
08.23.2004,Too Much,1
08.23.2004,Warehouse,2
08.24.2004,What Would You Say,4
08.24.2004,Rhyme & Reason,2
08.24.2004,Grey Street,1
08.24.2004,Joyride,1
08.24.2004,The Song That Jane Likes,3
08.24.2004,Sugar Will,1
08.24.2004,Too Much,1
08.24.2004,Hello Again,1
08.24.2004,Grace Is Gone,3
08.24.2004,Crazy Easy,1
08.24.2004,The Stone,1
08.24.2004,Lie in Our Graves,4
08.24.2004,One Sweet World,1
08.24.2004,Jimi Thing,2
08.24.2004,Where Are You Going,2
08.24.2004,Tripping Billies,3
08.24.2004,Everyday,2
08.26.2004,#41,3
08.26.2004,Joyride,1
08.26.2004,One Sweet World,1
08.26.2004,The Best of What's Around,4
08.26.2004,Crazy Easy,1
08.26.2004,Fool to Think,2
08.26.2004,Hello Again,1
08.26.2004,Everyday,1
08.26.2004,The Stone,1
08.26.2004,Sugar Will,1
08.26.2004,Drive In Drive Out,4
08.26.2004,Typical Situation,2
08.26.2004,Crash Into Me,2
08.26.2004,When the World Ends,2
08.26.2004,Too Much,1
08.26.2004,Rapunzel,5
08.28.2004,The Stone,1
08.28.2004,When the World Ends,1
08.28.2004,Satellite,7
08.28.2004,#41,1
08.28.2004,Joyride,1
08.28.2004,Loving Wings,59
08.28.2004,Where Are You Going,2
08.28.2004,Warehouse,3
08.28.2004,Everyday,1
08.28.2004,Ants Marching,3
08.28.2004,Bartender,4
08.28.2004,Help Myself,3
08.28.2004,Rhyme & Reason,2
08.28.2004,Hello Again,1
08.28.2004,So Much to Say,9
08.28.2004,Rapunzel,1
08.28.2004,Granny,5
08.28.2004,Two Step,15
08.29.2004,Don't Drink the Water,5
08.29.2004,Hello Again,1
08.29.2004,Crash Into Me,2
08.29.2004,One Sweet World,2
08.29.2004,Grey Street,3
08.29.2004,Typical Situation,2
08.29.2004,Joyride,1
08.29.2004,Jimi Thing,3
08.29.2004,The Song That Jane Likes,3
08.29.2004,Sugar Will,2
08.29.2004,Too Much,2
08.29.2004,Lie in Our Graves,3
08.29.2004,Drive In Drive Out,2
08.29.2004,Crazy Easy,2
08.29.2004,Stay (Wasting Time),7
08.29.2004,What Would You Say,3
08.29.2004,All Along the Watchtower,6
08.31.2004,One Sweet World,1
08.31.2004,#41,2
08.31.2004,The Song That Jane Likes,1
08.31.2004,When the World Ends,2
08.31.2004,Sugar Will,1
08.31.2004,Hello Again,1
08.31.2004,The Stone,2
08.31.2004,Lover Lay Down,7
08.31.2004,So Much to Say,2
08.31.2004,Too Much,1
08.31.2004,Crazy Easy,1
08.31.2004,Grey Street,1
08.31.2004,Help Myself,2
08.31.2004,Loving Wings,2
08.31.2004,Where Are You Going,2
08.31.2004,Joyride,1
08.31.2004,Everyday,2
08.31.2004,Warehouse,2
08.31.2004,Ants Marching,2
09.03.2004,Pig,7
09.03.2004,#41,1
09.03.2004,One Sweet World,1
09.03.2004,Hello Again,1
09.03.2004,Satellite,3
09.03.2004,What Would You Say,2
09.03.2004,Bartender,3
09.03.2004,Drive In Drive Out,2
09.03.2004,When the World Ends,1
09.03.2004,Sugar Will,1
09.03.2004,Grey Street,1
09.03.2004,Joyride,1
09.03.2004,Loving Wings,1
09.03.2004,Where Are You Going,1
09.03.2004,Jimi Thing,2
09.03.2004,Tripping Billies,5
09.03.2004,Granny,3
09.03.2004,Warehouse,1
09.04.2004,The Stone,2
09.04.2004,The Best of What's Around,5
09.04.2004,So Much to Say,2
09.04.2004,Seek Up,12
09.04.2004,Joyride,1
09.04.2004,I Did It,7
09.04.2004,Help Myself,2
09.04.2004,The Song That Jane Likes,2
09.04.2004,Sugar Will,1
09.04.2004,Stay (Wasting Time),3
09.04.2004,Crash Into Me,3
09.04.2004,Lie in Our Graves,3
09.04.2004,Fool to Think,5
09.04.2004,Typical Situation,3
09.04.2004,Too Much,2
09.04.2004,Don't Drink the Water,3
09.04.2004,Everyday,2
09.05.2004,Rapunzel,5
09.05.2004,Recently,17
09.05.2004,Grace Is Gone,7
09.05.2004,Joyride,1
09.05.2004,If I Had It All,17
09.05.2004,Crush,8
09.05.2004,Hello Again,2
09.05.2004,Lover Lay Down,3
09.05.2004,Sugar Will,1
09.05.2004,Ants Marching,3
09.05.2004,Crazy Easy,3
09.05.2004,Dancing Nancies,8
09.05.2004,Cry Freedom,16
09.05.2004,Two Step,5
09.05.2004,Rhyme & Reason,5
09.05.2004,All Along the Watchtower,4
09.08.2004,What Would You Say,3
09.08.2004,#41,3
09.08.2004,The Stone,2
09.08.2004,One Sweet World,3
09.08.2004,Crash Into Me,2
09.08.2004,Joyride,1
09.08.2004,Rhyme & Reason,1
09.08.2004,Sugar Will,1
09.08.2004,Pig,3
09.08.2004,Hello Again,1
09.08.2004,Lie in Our Graves,2
09.08.2004,Crazy Easy,1
09.08.2004,So Much to Say,2
09.08.2004,Rapunzel,1
09.08.2004,Too Much,2
09.08.2004,Don't Drink the Water,2
09.08.2004,Everyday,2
10.01.2004,Everyday,1
10.01.2004,Pig,2
10.01.2004,Too Much,1
10.01.2004,Typical Situation,4
10.01.2004,Joyride,1
10.01.2004,One Sweet World,1
10.01.2004,The Song That Jane Likes,4
10.01.2004,Sugar Will,1
10.01.2004,Tripping Billies,5
10.01.2004,Jimi Thing,1
10.01.2004,Hello Again,1
10.01.2004,All Along the Watchtower,1
10.01.2004,Don't Drink the Water,2
10.01.2004,Stay (Wasting Time),1
10.02.2004,So Much to Say,2
10.02.2004,Rapunzel,2
10.02.2004,The Best of What's Around,2
10.02.2004,What Would You Say,2
10.02.2004,Rhyme & Reason,3
10.02.2004,Good Good Time,22
10.02.2004,Hello Again,1
10.02.2004,Grey Street,6
10.02.2004,Sugar Will,1
10.02.2004,Joyride,1
10.02.2004,Warehouse,2
10.02.2004,Lie in Our Graves,2
10.02.2004,Cry Freedom,4
10.02.2004,Too Much,1
10.02.2004,The Stone,2
10.02.2004,Ants Marching,4
10.03.2004,One Sweet World,2
10.03.2004,Granny,7
10.03.2004,Pig,2
10.03.2004,Joyride,1
10.03.2004,The Song That Jane Likes,2
10.03.2004,Don't Drink the Water,2
10.03.2004,Tripping Billies,2
10.03.2004,Hello Again,1
10.03.2004,Stay (Wasting Time),2
10.03.2004,Sugar Will,1
10.03.2004,All Along the Watchtower,2
10.03.2004,Cortez the Killer,52
10.03.2004,Rockin' in the Free World,-1
10.03.2004,What Would You Say,1
10.03.2004,Too Much,1
10.05.2004,The Stone,2
10.05.2004,One Sweet World,1
10.05.2004,Rhyme & Reason,2
10.05.2004,Seek Up,7
10.05.2004,So Much to Say,2
10.05.2004,Too Much,1
10.05.2004,Sugar Will,1
10.05.2004,Joyride,1
10.05.2004,Tripping Billies,1
10.05.2004,Typical Situation,3
10.05.2004,Where Are You Going,4
10.05.2004,Hello Again,1
10.05.2004,All Along the Watchtower,1
10.05.2004,Don't Drink the Water,1
10.05.2004,Stay (Wasting Time),1
10.06.2004,One Sweet World,1
10.06.2004,Grey Street,3
10.06.2004,Granny,2
10.06.2004,#41,5
10.06.2004,Joyride,1
10.06.2004,Hello Again,1
10.06.2004,Pig,2
10.06.2004,Jimi Thing,4
10.06.2004,Warehouse,3
10.06.2004,Cry Freedom,3
10.06.2004,All Along the Watchtower,1
10.06.2004,Cortez the Killer,2
10.06.2004,Rockin' in the Free World,2
10.06.2004,Crush,7
10.06.2004,Too Much,1
10.08.2004,Don't Drink the Water,2
10.08.2004,Pig,1
10.08.2004,Hello Again,1
10.08.2004,Grey Street,1
10.08.2004,The Stone,2
10.08.2004,So Much to Say,2
10.08.2004,Too Much,1
10.08.2004,One Sweet World,1
10.08.2004,Cry Freedom,1
10.08.2004,Lie in Our Graves,4
10.08.2004,Warehouse,1
10.08.2004,Where Are You Going,2
10.08.2004,Stay (Wasting Time),2
10.08.2004,Everyday,5
10.08.2004,All Along the Watchtower,1
03.20.2005,One Sweet World,1
03.20.2005,What Would You Say,5
03.20.2005,Grey Street,2
03.20.2005,The Stone,2
03.20.2005,Crush,3
03.20.2005,The Best of What's Around,6
03.20.2005,Where Are You Going,2
03.20.2005,When the World Ends,12
03.20.2005,Bartender,12
03.20.2005,American Baby,-1
03.20.2005,Warehouse,2
03.20.2005,Rhyme & Reason,4
03.20.2005,So Much to Say,1
03.20.2005,Too Much,1
03.20.2005,Don't Drink the Water,1
03.20.2005,Tripping Billies,4
03.21.2005,#41,4
03.21.2005,Satellite,13
03.21.2005,Rapunzel,7
03.21.2005,Everyday,3
03.21.2005,Granny,4
03.21.2005,Crash Into Me,10
03.21.2005,Jimi Thing,4
03.21.2005,American Baby,1
03.21.2005,Two Step,11
03.21.2005,Lover Lay Down,11
03.21.2005,Drive In Drive Out,9
03.21.2005,Cry Freedom,3
03.21.2005,All Along the Watchtower,3
03.21.2005,Hello Again,3
03.21.2005,Ants Marching,2
03.22.2005,American Baby,1
03.23.2005,Grey Street,3
03.23.2005,The Stone,3
03.23.2005,Everyday,2
03.23.2005,Rapunzel,2
03.23.2005,When the World Ends,3
03.23.2005,Crush,3
03.23.2005,Satellite,2
03.23.2005,One Sweet World,3
03.23.2005,Where Are You Going,3
03.23.2005,Warehouse,3
03.23.2005,Lover Lay Down,2
03.23.2005,American Baby,1
03.23.2005,So Much to Say,3
03.23.2005,Too Much,3
03.23.2005,Don't Drink the Water,3
03.23.2005,All Along the Watchtower,2
03.24.2005,Grey Street,1
03.24.2005,What Would You Say,4
03.24.2005,One Sweet World,1
03.24.2005,#41,3
03.24.2005,Granny,3
03.24.2005,Jimi Thing,3
03.24.2005,Hello Again,3
03.24.2005,Satellite,1
03.24.2005,Warehouse,1
03.24.2005,American Baby,1
03.24.2005,Everyday,1
03.24.2005,So Much to Say,1
03.24.2005,Too Much,1
03.24.2005,Crush,1
03.24.2005,Rhyme & Reason,4
03.24.2005,Ants Marching,3
03.24.2005,Two Step,3
03.24.2005,All Along the Watchtower,1
03.26.2005,Everyday,1
03.26.2005,The Best of What's Around,5
03.26.2005,Grey Street,1
03.26.2005,Granny,1
03.26.2005,When the World Ends,2
03.26.2005,Lie in Our Graves,7
03.26.2005,One Sweet World,1
03.26.2005,Crush,1
03.26.2005,The Stone,2
03.26.2005,Loving Wings,13
03.26.2005,Where Are You Going,2
03.26.2005,American Baby,1
03.26.2005,So Much to Say,1
03.26.2005,Too Much,1
03.26.2005,Don't Drink the Water,2
03.26.2005,Ants Marching,1
04.30.2005,The Stone,2
04.30.2005,What Would You Say,1
04.30.2005,#41,1
04.30.2005,American Baby,1
04.30.2005,So Much to Say,2
04.30.2005,Too Much,2
04.30.2005,Louisiana Bayou,-1
04.30.2005,Stand Up (For It),-1
04.30.2005,Warehouse,1
04.30.2005,Ants Marching,2
04.30.2005,Two Step,1
04.30.2005,All Along the Watchtower,1
05.08.2005,American Baby,1
05.09.2005,Hello Again,3
05.09.2005,One Sweet World,4
05.09.2005,Too Much,2
05.09.2005,You Might Die Trying,-1
05.09.2005,Where Are You Going,4
05.09.2005,American Baby,1
05.09.2005,Warehouse,2
05.09.2005,Louisiana Bayou,2
05.09.2005,Jimi Thing,3
05.09.2005,Dreamgirl,-1
05.09.2005,The Stone,2
05.09.2005,#41,2
05.09.2005,Hunger for the Great Light,-1
05.09.2005,Two Step,2
05.09.2005,Ants Marching,2
05.09.2005,Everyday,4
05.09.2005,Steady As We Go,-1
05.09.2005,All Along the Watchtower,2
05.16.2005,American Baby,1
05.17.2005,Too Much,2
05.17.2005,Dreamgirl,2
05.17.2005,American Baby,1
05.17.2005,Where Are You Going,2
05.17.2005,Louisiana Bayou,2
05.17.2005,Crush,6
05.17.2005,You Might Die Trying,2
05.17.2005,Steady As We Go,2
05.17.2005,Ants Marching,2
05.17.2005,All Along the Watchtower,2
06.01.2005,The Best of What's Around,7
06.01.2005,The Stone,3
06.01.2005,Dreamgirl,1
06.01.2005,Hello Again,3
06.01.2005,American Baby,1
06.01.2005,Too Much,1
06.01.2005,Louisiana Bayou,1
06.01.2005,What Would You Say,5
06.01.2005,Time of the Season,-1
06.01.2005,You Might Die Trying,1
06.01.2005,Everyday,3
06.01.2005,Stand Up (For It),5
06.01.2005,Where Are You Going,1
06.01.2005,Hunger for the Great Light,3
06.01.2005,Two Step,3
06.01.2005,Steady As We Go,1
06.01.2005,All Along the Watchtower,1
06.02.2005,One Sweet World,4
06.02.2005,Grey Street,8
06.02.2005,Louisiana Bayou,1
06.02.2005,Too Much,1
06.02.2005,Dreamgirl,1
06.02.2005,Hello Again,1
06.02.2005,Time of the Season,1
06.02.2005,You Might Die Trying,1
06.02.2005,Lover Lay Down,7
06.02.2005,American Baby,1
06.02.2005,Smooth Rider,-1
06.02.2005,Warehouse,4
06.02.2005,Hunger for the Great Light,1
06.02.2005,Crash Into Me,7
06.02.2005,Stand Up (For It),1
06.02.2005,All Along the Watchtower,1
06.02.2005,Old Dirt Hill (Bring That Beat Back),-1
06.02.2005,Tripping Billies,13
06.04.2005,#41,5
06.04.2005,Granny,9
06.04.2005,American Baby,1
06.04.2005,Rhyme & Reason,8
06.04.2005,Out of My Hands,-1
06.04.2005,Everyday,2
06.04.2005,Dreamgirl,1
06.04.2005,You Might Die Trying,1
06.04.2005,Lie in Our Graves,9
06.04.2005,Louisiana Bayou,1
06.04.2005,Crash Into Me,1
06.04.2005,Stand Up (For It),1
06.04.2005,Where Are You Going,2
06.04.2005,Hunger for the Great Light,1
06.04.2005,All Along the Watchtower,1
06.04.2005,Steady As We Go,2
06.04.2005,Warehouse,1
06.05.2005,One Sweet World,2
06.05.2005,Rapunzel,9
06.05.2005,Dreamgirl,1
06.05.2005,Grey Street,2
06.05.2005,Smooth Rider,2
06.05.2005,Too Much,2
06.05.2005,Louisiana Bayou,1
06.05.2005,Lover Lay Down,2
06.05.2005,Hello Again,2
06.05.2005,Jimi Thing,6
06.05.2005,You Might Die Trying,1
06.05.2005,So Much to Say,8
06.05.2005,Stand Up (For It),1
06.05.2005,Two Step,3
06.05.2005,Old Dirt Hill (Bring That Beat Back),2
06.05.2005,Ants Marching,4
06.07.2005,Everyday,2
06.07.2005,Dreamgirl,1
06.07.2005,Rapunzel,1
06.07.2005,Where Are You Going,2
06.07.2005,Hunger for the Great Light,2
06.07.2005,Out of My Hands,2
06.07.2005,Too Much,1
06.07.2005,Bartender,16
06.07.2005,You Might Die Trying,1
06.07.2005,Crash Into Me,2
06.07.2005,Stand Up (For It),1
06.07.2005,Louisiana Bayou,1
06.07.2005,Steady As We Go,2
06.07.2005,American Baby,2
06.07.2005,All Along the Watchtower,2
06.07.2005,Smooth Rider,1
06.07.2005,Two Step,1
06.08.2005,So Much to Say,2
06.08.2005,#41,3
06.08.2005,Dreamgirl,1
06.08.2005,Grey Street,2
06.08.2005,American Baby,1
06.08.2005,One Sweet World,2
06.08.2005,Hello Again,2
06.08.2005,Seek Up,21
06.08.2005,You Might Die Trying,1
06.08.2005,What Would You Say,5
06.08.2005,Crush,6
06.08.2005,Hunger for the Great Light,1
06.08.2005,Lover Lay Down,2
06.08.2005,Stand Up (For It),1
06.08.2005,Louisiana Bayou,1
06.08.2005,Stolen Away on 55th & 3rd,-1
06.08.2005,Warehouse,3
06.10.2005,One Sweet World,1
06.10.2005,Too Much,2
06.10.2005,You Might Die Trying,1
06.10.2005,Rapunzel,2
06.10.2005,Time of the Season,5
06.10.2005,Hello Again,1
06.10.2005,Crash Into Me,2
06.10.2005,Bartender,2
06.10.2005,Smooth Rider,2
06.10.2005,Rhyme & Reason,4
06.10.2005,Jimi Thing,3
06.10.2005,Hunger for the Great Light,1
06.10.2005,Two Step,2
06.10.2005,Louisiana Bayou,1
06.10.2005,All Along the Watchtower,2
06.10.2005,Steady As We Go,2
06.10.2005,Tripping Billies,5
06.12.2005,Dreamgirl,2
06.12.2005,Don't Drink the Water,14
